segment_id,segment_name,lifecycle_stage,lifecycle_day,notif_1,notif_2,notif_3,notif_4,notif_5,notif_6,notif_7,notif_8,notif_9
SEG_01,High-Active Power Users,paid,D18,"(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05, night, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_01, early_morning, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_02, evening, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_03, afternoon, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_04, late_afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D19,"(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_01, early_morning, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_02, evening, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_03, night, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_04, late_afternoon, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05, mid_morning, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D20,"(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_02, evening, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_03, night, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_04, early_morning, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05, mid_morning, push_notification)","(TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_01, afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D21,"(TPL_SEG_01_OVERCOMING_THE_SLUMP_03, night, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_04, early_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_01, afternoon, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_02, late_afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D22,"(TPL_SEG_01_OVERCOMING_THE_SLUMP_04, early_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_02, late_afternoon, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_03, mid_morning, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D23,"(TPL_SEG_01_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_02, early_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_03, mid_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_04, afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D24,"(TPL_SEG_01_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_02, early_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_03, evening, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_04, afternoon, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_05, late_afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D25,"(TPL_SEG_01_OVERCOMING_THE_SLUMP_02, early_morning, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_03, evening, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_04, night, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_05, late_afternoon, push_notification)","(TPL_SEG_01_OVERCOMING_THE_SLUMP_01, mid_morning, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D26,"(TPL_SEG_01_ROI_DEMONSTRATION_03, evening, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_04, night, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_05, early_morning, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_01, mid_morning, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_02, afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D27,"(TPL_SEG_01_ROI_DEMONSTRATION_04, night, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_05, early_morning, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_01, evening, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_02, afternoon, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_03, late_afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D28,"(TPL_SEG_01_ROI_DEMONSTRATION_05, early_morning, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_01, evening, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_02, night, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_03, late_afternoon, push_notification)","(TPL_SEG_01_ROI_DEMONSTRATION_04, mid_morning, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D29,"(TPL_SEG_01_RETENTION___RENEWAL_01, evening, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_02, night, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_03, early_morning, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_04, mid_morning, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_05, afternoon, in_app_message)",,,,
SEG_01,High-Active Power Users,paid,D30,"(TPL_SEG_01_RETENTION___RENEWAL_02, night, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_03, early_morning, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_04, evening, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_05, afternoon, push_notification)","(TPL_SEG_01_RETENTION___RENEWAL_01, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D8,"(TPL_SEG_04_PREMIUM_AFFIRMATION_05, night, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_01, evening, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_02, night, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_03, early_morning, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_04, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D9,"(TPL_SEG_04_PREMIUM_AFFIRMATION_01, evening, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_02, night, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_03, evening, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_04, mid_morning, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_05, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D10,"(TPL_SEG_04_PREMIUM_AFFIRMATION_02, night, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_03, evening, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_04, night, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_05, afternoon, push_notification)","(TPL_SEG_04_PREMIUM_AFFIRMATION_01, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D11,"(TPL_SEG_04_DEEP_IMMERSION_03, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_04, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_05, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_01, late_afternoon, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_02, early_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D12,"(TPL_SEG_04_DEEP_IMMERSION_04, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_05, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_01, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_02, early_morning, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_03, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D13,"(TPL_SEG_04_DEEP_IMMERSION_05, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_01, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_02, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_03, mid_morning, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_04, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D14,"(TPL_SEG_04_DEEP_IMMERSION_01, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_02, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_03, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_04, afternoon, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_05, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D15,"(TPL_SEG_04_DEEP_IMMERSION_02, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_03, night, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_04, evening, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_05, late_afternoon, push_notification)","(TPL_SEG_04_DEEP_IMMERSION_01, early_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D16,"(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01, early_morning, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D17,"(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02, mid_morning, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D18,"(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03, afternoon, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D19,"(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04, late_afternoon, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05, early_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D20,"(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_02, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_03, evening, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_04, night, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05, early_morning, push_notification)","(TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_01, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D21,"(TPL_SEG_04_OVERCOMING_THE_SLUMP_03, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_04, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_01, mid_morning, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_02, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D22,"(TPL_SEG_04_OVERCOMING_THE_SLUMP_04, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_02, afternoon, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_03, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D23,"(TPL_SEG_04_OVERCOMING_THE_SLUMP_05, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_02, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_03, late_afternoon, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_04, early_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D24,"(TPL_SEG_04_OVERCOMING_THE_SLUMP_01, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_02, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_03, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_04, early_morning, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_05, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D25,"(TPL_SEG_04_OVERCOMING_THE_SLUMP_02, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_03, night, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_04, evening, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_05, mid_morning, push_notification)","(TPL_SEG_04_OVERCOMING_THE_SLUMP_01, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D26,"(TPL_SEG_04_ROI_DEMONSTRATION_03, night, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_04, evening, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_05, night, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_01, afternoon, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_02, late_afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D27,"(TPL_SEG_04_ROI_DEMONSTRATION_04, evening, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_05, night, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_01, evening, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_02, late_afternoon, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_03, early_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D28,"(TPL_SEG_04_ROI_DEMONSTRATION_05, night, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_01, evening, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_02, night, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_03, early_morning, push_notification)","(TPL_SEG_04_ROI_DEMONSTRATION_04, mid_morning, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D29,"(TPL_SEG_04_RETENTION___RENEWAL_01, evening, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_02, night, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_03, evening, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_04, mid_morning, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_05, afternoon, in_app_message)",,,,
SEG_04,Moderate-Active Feature Enthusiasts,paid,D30,"(TPL_SEG_04_RETENTION___RENEWAL_02, night, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_03, evening, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_04, night, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_05, afternoon, push_notification)","(TPL_SEG_04_RETENTION___RENEWAL_01, late_afternoon, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D1,"(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_03, evening, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_04, early_morning, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_05, evening, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_01, afternoon, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_02, late_afternoon, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D2,"(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_04, early_morning, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_05, evening, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_01, early_morning, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_02, late_afternoon, push_notification)","(TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_03, night, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D3,"(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05, evening, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01, early_morning, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02, evening, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03, night, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04, mid_morning, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D4,"(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01, early_morning, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02, evening, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03, early_morning, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04, mid_morning, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05, afternoon, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D5,"(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02, evening, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03, early_morning, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04, evening, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05, afternoon, push_notification)","(TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01, late_afternoon, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D6,"(TPL_SEG_06_THE_CONVERSION_PUSH_03, early_morning, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_04, evening, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_05, early_morning, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_01, late_afternoon, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_02, night, in_app_message)",,,,
SEG_06,Moderate-Active Trial Activators,trial,D7,"(TPL_SEG_06_THE_CONVERSION_PUSH_04, evening, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_05, early_morning, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_01, evening, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_02, night, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_03, mid_morning, in_app_message)",,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D1,"(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, afternoon, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D2,"(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, late_afternoon, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D3,"(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, evening, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D4,"(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, night, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D5,"(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, afternoon, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D6,"(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, late_afternoon, push_notification)",,,,,,
SEG_07,Moderate-Active Trial Fence-Sitters,trial,D7,"(T_DEFAULT_01, mid_morning, email)","(T_DEFAULT_01, early_morning, email)","(T_DEFAULT_01, evening, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D1,"(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_03, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_04, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_05, night, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D2,"(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_04, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_05, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_01, early_morning, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D3,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_05, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_01, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_02, mid_morning, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D4,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_01, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_02, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_03, afternoon, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D5,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_02, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_03, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_04, late_afternoon, push_notification)",,,,,,
SEG_09,Low-Active Cold Trial,trial,D6,"(TPL_SEG_09_THE_CONVERSION_PUSH_03, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_04, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_05, night, push_notification)",,,,,,
